Timestamp,Gender,Age,Race,Occupation,Do you agree that skincare is important?,Have you ever used any skin care products?,Skin Conditions,Preferred Type of Ingredients,How do you choose your products?,Do you use samples before buying skincare products?,How often do you buy skincare products?,How willing are you to try different skin care products?,Where do you purchase your skin care products?,Average monthly spending on skincare products,The list of ingredients on a product is hard to understand.,I want to gain knowledge of skincare regime in easy and understandable way.,Do you think that technology can improve your skincare routine?,Have you heard about AI (Artificial Intelligence)?,Do you want to have a skin scanning app that can customize skincare regime?,How excited  would you be to use the skin scanning application?,State
5/7/2022 18:20,Male,25-29,Malay,Own,Yes,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Rarely,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,No,Very Excited,Kelantan
8/30/2022 17:13,Female,25-29,Malay,Manager,Yes,Yes,Combination Skin,Natural,Brand,Yes,Never,Not Willing,Mall,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Not At All Excited,Pulau Pinang
7/24/2022 13:56,Male,20-24,Malay,Own,Yes,Yes,Brown Spots,Natural,Brand,Yes,Never,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,No,No,Yes,Slightly Excited,Selangor
6/11/2022 2:03,Female,30-35,Chinese,Architect,Yes,No,Combination Skin,Oil-free,Brand,No,Never,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Terengganu
10/16/2022 9:55,Female,20-24,Indian,Student,Yes,Yes,Redness,Natural,Brand,Yes,Never,Willing,Mall,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
8/30/2022 21:42,Female,20-24,Sabahan,Doctor,Yes,Yes,Combination Skin,Natural,Relatives,No,Rarely,Willing,Specialized Beauty Shops,RM 20 - RM 49,Neutral,No,No,Yes,Yes,Extremely Excited,W.P. Kuala Lumpur
9/9/2022 21:01,Female,20-24,Indian,Student,Yes,Yes,Uneven Skin Tone,Oil-free,Observation,Yes,Sometimes,Not Willing,Mall,> RM 300,Strongly Disagree,Yes,Yes,No,Yes,Moderately Excited,Sarawak
6/8/2022 14:25,Female,>35,Chinese,Designer,Yes,Yes,Brown Spots,Oil-free,Brand,Yes,Yes,Willing,Online,RM 150 - RM 199,Strongly Agree,No,Yes,Yes,Yes,Moderately Excited,Perlis
10/11/2022 8:01,Male,20-24,Sabahan,Manager,Yes,Yes,Combination Skin,Hypoallergenic,Relatives,Yes,Very often,Willing,Mall,RM 50 - RM 99,Strongly Agree,No,Yes,No,Yes,Moderately Excited,W.P. Labuan
4/13/2022 20:53,Female,14-19,Chinese,Manager,Yes,Yes,Oily Skin,Natural,Relatives,No,Sometimes,Not Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,No,Moderately Excited,Sarawak
3/29/2022 15:46,Female,25-29,Chinese,Designer,No,Yes,Dry,Noncomedogenic,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,No,Yes,Moderately Excited,W.P. Labuan
10/4/2022 19:23,Male,>35,Sabahan,Designer,Yes,Yes,Natural Skin,Low pH,Relatives,Yes,Very often,Willing,Online,< RM 20,Agree,Yes,Yes,No,Yes,Extremely Excited,Selangor
5/23/2022 1:06,Male,25-29,Indian,Teacher,Yes,Yes,Combination Skin,Alcohol-free,Brand,No,Yes,Willing,Online,RM 50 - RM 99,Agree,Yes,No,No,Yes,Very Excited,Selangor
6/30/2022 6:01,Female,25-29,Indian,Student,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Often,Willing,Mall,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Slightly Excited,W.P. Putrajaya
9/1/2022 21:06,Female,>35,Chinese,Teacher,No,Yes,Brown Spots,Noncomedogenic,Relatives,No,Never,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,No,Yes,Moderately Excited,Perlis
9/27/2022 8:10,Female,30-35,Indian,Student,Yes,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Never,Not Willing,Online,RM 100 - RM 149,Strongly Agree,No,No,Yes,Yes,Very Excited,Pahang
10/1/2022 2:52,Female,>35,Indian,Own,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,No,Yes,Not Willing,Online,> RM 300,Agree,No,No,No,Yes,Extremely Excited,Selangor
8/23/2022 23:11,Female,30-35,Indian,Student,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Product ,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Very Excited,Kelantan
8/6/2022 4:35,Female,25-29,Indian,Student,No,Yes,Uneven Skin Tone,Natural,Relatives,No,Never,Willing,Online,RM 150 - RM 199,Disagree,No,Yes,Yes,No,Moderately Excited,W.P. Labuan
9/16/2022 4:06,Female,30-35,Chinese,Designer,No,Yes,Oily Skin,Alcohol-free,Dermatologist,No,Never,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Sarawak
9/16/2022 15:26,Female,30-35,Chinese,Designer,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Often,Willing,Pharmacy,RM 200 - RM 300,Strongly Agree,Yes,No,Yes,Yes,Very Excited,Pahang
10/16/2022 6:29,Female,>35,Indian,Teacher,No,Yes,Combination Skin,Natural,Observation,Yes,Sometimes,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,Yes,No,Yes,Moderately Excited,Melaka
9/17/2022 23:35,Female,30-35,Chinese,Doctor,Yes,Yes,Uneven Skin Tone,Natural,Relatives,No,Often,Willing,Mall,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Very Excited,Johor
11/28/2022 15:32,Female,25-29,Chinese,Manager,Yes,Yes,Combination Skin,Low pH,Relatives,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,Yes,Yes,Yes,Slightly Excited,Perlis
4/25/2022 22:56,Female,30-35,Indian,Own,Yes,Yes,Brown Spots,Alcohol-free,Relatives,Yes,Never,Willing,Online,RM 200 - RM 300,Neutral,Yes,Yes,Yes,Yes,Very Excited,Pulau Pinang
4/3/2022 22:49,Female,25-29,Indian,Manager,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Rarely,Willing,Online,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Kelantan
7/9/2022 19:53,Female,20-24,Malay,Own,No,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Mall,RM 20 - RM 49,Agree,Yes,No,Yes,Yes,Extremely Excited,Perlis
9/24/2022 10:57,Female,20-24,Malay,Doctor,Yes,Yes,Combination Skin,Natural,Pricing,Yes,Often,Willing,Online,RM 20 - RM 49,Neutral,Yes,No,No,Yes,Very Excited,Sarawak
4/13/2022 10:43,Female,25-29,Malay,Own,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,No,Yes,Willing,Online,RM 20 - RM 49,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,Kelantan
3/28/2022 9:26,Female,30-35,Malay,Doctor,No,Yes,Combination Skin,Hypoallergenic,Brand,Yes,Sometimes,Willing,Pharmacy,RM 50 - RM 99,Strongly Disagree,No,No,Yes,Yes,Very Excited,W.P. Kuala Lumpur
11/11/2022 9:56,Male,25-29,Malay,Own,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Never,Willing,Online,RM 200 - RM 300,Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
5/22/2022 7:14,Female,30-35,Malay,Doctor,Yes,Yes,Combination Skin,Noncomedogenic,Brand,No,Often,Not Willing,Mall,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
7/21/2022 1:40,Female,30-35,Bajau,Designer,Yes,Yes,Combination Skin,Natural,Brand,Yes,Yes,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Johor
6/20/2022 10:20,Female,>35,Bajau,Doctor,Yes,Yes,Uneven Skin Tone,Oil-free,Salesperson,No,Often,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,Sarawak
6/11/2022 16:59,Female,25-29,Bajau,Student,Yes,Yes,Combination Skin,Hypoallergenic,Dermatologist,Yes,Yes,Willing,Mall,RM 100 - RM 149,Strongly Disagree,Yes,Yes,Yes,No,Extremely Excited,W.P. Labuan
5/1/2022 5:20,Male,>35,Bajau,Consultant,Yes,Yes,Combination Skin,Alcohol-free,Dermatologist,Yes,Very often,Not Willing,Mall,RM 100 - RM 149,Neutral,Yes,No,Yes,Yes,Very Excited,Perlis
7/16/2022 23:32,Female,30-35,Bajau,Consultant,Yes,Yes,Uneven Skin Tone,Alcohol-free,Salesperson,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Sarawak
4/22/2022 19:16,Female,20-24,Bajau,Architect,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,No,Very often,Willing,Online,RM 20 - RM 49,Disagree,Yes,Yes,Yes,Yes,Very Excited,Melaka
8/27/2022 17:43,Female,>35,Bajau,Student,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,Yes,Yes,Willing,Online,RM 20 - RM 49,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,Pahang
5/10/2022 0:14,Female,20-24,Bajau,Student,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,No,Sometimes,Willing,Mall,RM 200 - RM 300,Neutral,Yes,Yes,Yes,Yes,Very Excited,W.P. Labuan
4/25/2022 4:12,Female,25-29,Bajau,Student,Yes,Yes,Combination Skin,Natural,Dermatologist,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Agree,Yes,No,Yes,No,Extremely Excited,Sabah
5/26/2022 10:04,Female,25-29,Bajau,Teacher,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Yes,Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
7/22/2022 16:48,Female,20-24,Bajau,Engineer,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Never,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
11/9/2022 4:52,Female,25-29,Bajau,Teacher,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Often,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Sabah
5/29/2022 22:53,Female,>35,Bajau,Architect,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
6/18/2022 22:29,Female,25-29,Bajau,Doctor,Yes,Yes,Oily Skin,Noncomedogenic,Product ,Yes,Rarely,Not Willing,Online,RM 150 - RM 199,Agree,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
9/9/2022 19:48,Female,14-19,Bajau,Teacher,Yes,Yes,Oily Skin,Noncomedogenic,Relatives,No,Sometimes,Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Melaka
8/12/2022 16:23,Male,>35,Bajau,Own,Yes,Yes,Combination Skin,Alcohol-free,Dermatologist,Yes,Never,Willing,Mall,RM 50 - RM 99,Neutral,Yes,No,Yes,Yes,Very Excited,Perlis
8/6/2022 4:10,Female,25-29,Bajau,Own,Yes,No,Uneven Skin Tone,Alcohol-free,Dermatologist,Yes,Never,Not Willing,Online,RM 50 - RM 99,Disagree,No,Yes,Yes,Yes,Not At All Excited,Pahang
7/30/2022 23:18,Female,30-35,Indian,Doctor,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Sometimes,Willing,Mall,RM 200 - RM 300,Agree,Yes,No,Yes,Yes,Moderately Excited,Pahang
8/30/2022 11:22,Female,14-19,Sabahan,Student,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Often,Willing,Online,RM 150 - RM 199,Agree,Yes,No,Yes,Yes,Very Excited,Sarawak
4/3/2022 5:00,Female,30-35,Chinese,Doctor,Yes,No,Brown Spots,Natural,Brand,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Strongly Disagree,No,Yes,No,No,Extremely Excited,Negeri Sembilan
10/4/2022 12:55,Female,20-24,Sabahan,Student,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
9/26/2022 15:45,Male,14-19,Sabahan,Engineer,Yes,Yes,Brown Spots,Alcohol-free,Brand,No,Sometimes,Not Willing,Online,RM 200 - RM 300,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Kuala Lumpur
5/22/2022 12:14,Female,20-24,Indian,Doctor,Yes,No,Brown Spots,Natural,Relatives,No,Very often,Willing,Online,RM 100 - RM 149,Disagree,No,Yes,No,Yes,Moderately Excited,Perlis
10/9/2022 13:38,Female,>35,Sabahan,Own,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Sarawak
11/21/2022 20:28,Female,20-24,Sabahan,Architect,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Rarely,Willing,Online,RM 20 - RM 49,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Pulau Pinang
8/30/2022 4:52,Female,20-24,Chinese,Student,Yes,Yes,Brown Spots,Hypoallergenic,Relatives,No,Never,Willing,Mall,> RM 300,Disagree,Yes,Yes,Yes,No,Extremely Excited,Melaka
4/25/2022 13:46,Female,25-29,Indian,Student,No,Yes,Combination Skin,Natural,Relatives,Yes,Very often,Willing,Online,> RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,Perak
6/26/2022 10:57,Female,>35,Indian,Doctor,Yes,Yes,Combination Skin,Low pH,Relatives,Yes,Sometimes,Willing,Online,> RM 300,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Perak
4/17/2022 7:24,Female,25-29,Indian,Teacher,No,Yes,Oily Skin,Natural,Relatives,No,Never,Willing,Online,> RM 300,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,Sarawak
5/8/2022 19:21,Female,>35,Sabahan,Architect,Yes,Yes,Uneven Skin Tone,Hypoallergenic,Brand,Yes,Sometimes,Willing,Mall,RM 200 - RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Sabah
7/15/2022 8:29,Female,30-35,Indian,Designer,Yes,Yes,Combination Skin,Noncomedogenic,Brand,No,Yes,Willing,Online,RM 50 - RM 99,Neutral,Yes,No,Yes,Yes,Not At All Excited,W.P. Kuala Lumpur
4/1/2022 19:00,Female,20-24,Indian,Doctor,No,Yes,Brown Spots,Oil-free,Brand,No,Sometimes,Willing,Mall,RM 100 - RM 149,Disagree,No,No,No,Yes,Very Excited,Pahang
10/2/2022 17:13,Female,30-35,Chinese,Architect,Yes,Yes,Uneven Skin Tone,Oil-free,Pricing,No,Rarely,Willing,Pharmacy,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
10/6/2022 7:28,Female,14-19,Chinese,Own,Yes,Yes,Combination Skin,Noncomedogenic,Product,Yes,Sometimes,Willing,Online,RM 200 - RM 300,Agree,Yes,No,Yes,Yes,Moderately Excited,Selangor
5/7/2022 6:50,Male,30-35,Sabahan,Doctor,Yes,Yes,Combination Skin,Hypoallergenic,Product,Yes,Very often,Willing,Pharmacy,RM 200 - RM 300,Agree,Yes,No,No,Yes,Very Excited,W.P. Putrajaya
11/10/2022 19:27,Female,20-24,Indian,Student,Yes,No,Combination Skin,Natural,Brand,Yes,Never,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Slightly Excited,Pahang
7/23/2022 22:54,Female,30-35,Chinese,Own,Yes,Yes,Combination Skin,Natural,Brand,No,Very often,Willing,Online,RM 100 - RM 149,Strongly Disagree,No,Yes,Yes,Yes,Very Excited,Negeri Sembilan
4/18/2022 5:09,Female,25-29,Chinese,Consultant,Yes,Yes,Sensitive Skin,Noncomedogenic,Relatives,No,Often,Willing,Online,< RM 20,Agree,Yes,No,Yes,No,Very Excited,Pahang
4/1/2022 6:50,Female,>35,Indian,Engineer,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Moderately Excited,Negeri Sembilan
10/31/2022 13:59,Female,>35,Chinese,Student,Yes,Yes,Uneven Skin Tone,Low pH,Brand,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Very Excited,Perlis
5/23/2022 12:35,Male,25-29,Indian,Designer,Yes,Yes,Combination Skin,Natural,Product,No,Sometimes,Willing,Online,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Terengganu
9/26/2022 23:58,Female,20-24,Chinese,Student,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Agree,Yes,No,No,Yes,Moderately Excited,Sarawak
8/10/2022 11:18,Female,25-29,Chinese,Manager,Yes,Yes,Combination Skin,Oil-free,Relatives,Yes,Rarely,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Sabah
8/6/2022 8:18,Female,20-24,Chinese,Architect,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Mall,RM 20 - RM 49,Agree,Yes,No,Yes,Yes,Very Excited,W.P. Labuan
8/29/2022 16:28,Female,25-29,Chinese,Designer,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Rarely,Not Willing,Online,RM 20 - RM 49,Disagree,No,Yes,Yes,Yes,Moderately Excited,Sarawak
9/21/2022 4:24,Male,20-24,Chinese,Student,Yes,No,Uneven Skin Tone,Antioxidant,Brand,No,Yes,Willing,Online,RM 20 - RM 49,Agree,Yes,No,No,Yes,Extremely Excited,Negeri Sembilan
11/9/2022 11:15,Female,>35,Chinese,Doctor,Yes,Yes,Oily Skin,Natural,Relatives,Yes,Often,Willing,Mall,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Perlis
3/23/2022 19:48,Female,20-24,Chinese,Student,Yes,No,Combination Skin,Low pH,Relatives,No,Sometimes,Willing,Online,RM 150 - RM 199,Neutral,No,Yes,Yes,Yes,Very Excited,W.P. Labuan
9/10/2022 10:53,Female,14-19,Chinese,Student,Yes,Yes,Oily Skin,Hypoallergenic,Relatives,Yes,Never,Not Willing,Mall,< RM 20,Strongly Disagree,No,No,Yes,Yes,Moderately Excited,Kedah
4/22/2022 19:52,Female,>35,Chinese,Student,Yes,Yes,Oily Skin,Natural,Brand,Yes,Rarely,Willing,Mall,RM 50 - RM 99,Agree,Yes,No,No,No,Very Excited,Kelantan
6/22/2022 13:51,Female,>35,Chinese,Own,Yes,Yes,Dry,Antioxidant,Brand,Yes,Often,Willing,Online,RM 20 - RM 49,Neutral,No,Yes,Yes,Yes,Very Excited,Terengganu
8/1/2022 11:36,Female,20-24,Chinese,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Yes,Willing,Pharmacy,RM 20 - RM 49,Strongly Disagree,Yes,No,Yes,Yes,Slightly Excited,W.P. Putrajaya
5/8/2022 11:19,Female,25-29,Chinese,Doctor,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Often,Willing,Online,> RM 300,Strongly Agree,No,Yes,Yes,Yes,Extremely Excited,Melaka
3/28/2022 19:52,Female,>35,Chinese,Own,Yes,Yes,Dry,Alcohol-free,Relatives,Yes,Sometimes,Willing,Mall,RM 150 - RM 199,Agree,Yes,No,Yes,Yes,Very Excited,Kelantan
8/18/2022 23:22,Female,14-19,Chinese,Own,Yes,Yes,Dry,Oil-free,Relatives,Yes,Rarely,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Kelantan
8/22/2022 5:40,Female,25-29,Chinese,Teacher,Yes,Yes,Uneven Skin Tone,Oil-free,Relatives,Yes,Never,Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Very Excited,Pahang
3/26/2022 4:31,Female,20-24,Chinese,Teacher,Yes,Yes,Oily Skin,Antioxidant,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,No,No,Extremely Excited,Johor
11/4/2022 1:56,Female,>35,Chinese,Manager,Yes,Yes,Oily Skin,Noncomedogenic,Dermatologist,No,Often,Willing,Mall,RM 150 - RM 199,Agree,Yes,Yes,Yes,Yes,Slightly Excited,W.P. Kuala Lumpur
5/22/2022 3:49,Female,25-29,Iban,Designer,Yes,No,Oily Skin,Hypoallergenic,Relatives,No,Sometimes,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Terengganu
5/25/2022 2:29,Female,25-29,Indian,Teacher,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Rarely,Willing,Mall,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,No,Moderately Excited,Kedah
7/19/2022 4:08,Female,20-24,Indian,Teacher,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Yes,Willing,Mall,RM 20 - RM 49,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Perlis
3/28/2022 18:51,Female,>35,Indian,Student,No,Yes,Oily Skin,Alcohol-free,Relatives,Yes,Very often,Willing,Online,RM 20 - RM 49,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Perlis
8/24/2022 14:23,Female,20-24,Indian,Student,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,No,Never,Willing,Online,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
9/1/2022 18:08,Female,30-35,Indian,Own,No,Yes,Combination Skin,Alcohol-free,Relatives,No,Yes,Not Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Slightly Excited,W.P. Labuan
6/25/2022 14:15,Male,30-35,Indian,Student,Yes,Yes,Oily Skin,Hypoallergenic,Brand,Yes,Never,Willing,Pharmacy,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Putrajaya
6/7/2022 18:43,Female,20-24,Indian,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Observation,No,Rarely,Willing,Online,< RM 20,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Pulau Pinang
3/27/2022 3:41,Female,20-24,Indian,Teacher,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Often,Willing,Pharmacy,RM 100 - RM 149,Disagree,Yes,No,No,Yes,Moderately Excited,Melaka
6/29/2022 5:28,Female,30-35,Indian,Own,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Disagree,Yes,No,Yes,Yes,Very Excited,Perlis
7/17/2022 3:05,Female,30-35,Indian,Manager,Yes,No,Sensitive Skin,Hypoallergenic,Relatives,No,Yes,Not Willing,Online,> RM 300,Agree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Kuala Lumpur
7/13/2022 13:51,Female,25-29,Indian,Student,Yes,Yes,Brown Spots,Alcohol-free,Relatives,No,Rarely,Willing,Mall,RM 200 - RM 300,Strongly Agree,Yes,Yes,No,Yes,Extremely Excited,W.P. Kuala Lumpur
4/24/2022 9:19,Female,30-35,Indian,Student,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Labuan
3/23/2022 7:27,Female,25-29,Indian,Own,Yes,No,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Perlis
5/25/2022 2:15,Female,>35,Indian,Designer,Yes,Yes,Combination Skin,Noncomedogenic,Dermatologist,No,Never,Willing,Specialized Beauty Shops,< RM 20,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,Pahang
9/18/2022 2:01,Female,20-24,Javanese,Engineer,Yes,Yes,Pigmentation,Hypoallergenic,Observation,Yes,Very often,Willing,Online,RM 100 - RM 149,Disagree,Yes,No,Yes,Yes,Very Excited,Sarawak
8/21/2022 19:59,Female,25-29,Javanese,Student,Yes,Yes,Uneven Skin Tone,Antioxidant,Brand,Yes,Yes,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Very Excited,Perlis
5/31/2022 18:56,Female,25-29,Javanese,Teacher,Yes,Yes,Combination Skin,Natural,Brand,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,W.P. Kuala Lumpur
9/18/2022 8:30,Female,25-29,Javanese,Architect,Yes,No,Uneven Skin Tone,Antioxidant,Relatives,Yes,Never,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,No,Yes,Yes,Extremely Excited,W.P. Kuala Lumpur
8/16/2022 7:04,Female,>35,Javanese,Own,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Mall,< RM 20,Neutral,Yes,Yes,No,Yes,Extremely Excited,Perlis
5/20/2022 3:50,Female,25-29,Malay,Student,Yes,Yes,Combination Skin,Natural,Dermatologist,Yes,Often,Willing,Online,RM 150 - RM 199,Agree,Yes,No,Yes,Yes,Very Excited,Kelantan
10/19/2022 3:00,Male,25-29,Malay,Engineer,Yes,Yes,Uneven Skin Tone,Natural,Brand,Yes,Never,Willing,Specialized Beauty Shops,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Negeri Sembilan
4/27/2022 9:28,Female,14-19,Malay,Own,Yes,Yes,Uneven Skin Tone,Oil-free,Brand,Yes,Rarely,Not Willing,Online,RM 100 - RM 149,Neutral,No,Yes,No,No,Moderately Excited,W.P. Kuala Lumpur
7/29/2022 20:55,Female,25-29,Malay,Manager,No,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Yes,Willing,Online,RM 20 - RM 49,Agree,Yes,Yes,Yes,Yes,Very Excited,Melaka
5/22/2022 0:29,Female,30-35,Malay,Teacher,Yes,Yes,Combination Skin,Hypoallergenic,Relatives,Yes,Sometimes,Willing,Pharmacy,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,Johor
9/30/2022 1:36,Male,25-29,Malay,Designer,Yes,No,Brown Spots,Hypoallergenic,Relatives,Yes,Yes,Not Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Terengganu
10/9/2022 21:36,Male,25-29,Malay,Student,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Often,Willing,Mall,< RM 20,Neutral,Yes,No,Yes,Yes,Extremely Excited,Pulau Pinang
11/11/2022 9:47,Male,25-29,Malay,Student,Yes,Yes,Combination Skin,Alcohol-free,Brand,No,Sometimes,Not Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Slightly Excited,Kedah
6/2/2022 15:32,Male,>35,Malay,Student,Yes,No,Combination Skin,Antioxidant,Relatives,Yes,Very often,Willing,Online,RM 50 - RM 99,Neutral,No,No,Yes,Yes,Moderately Excited,Johor
